"순서","시설ID","컨텐츠 명","사용유무","테마 타입","x 좌표","y 좌표","좌표 배열","좌표타입","메인 이미지","새 주소","구 주소","우편번호","국가 지점 번호","테마 명","거리","업데이트 일","등록일","이미지 URL1","이미지 URL2","이미지 URL3","이미지 URL4","이미지 URL5","동영상 URL","음성파일 URL","평가 점수","평가자 인원","상세정보 이름 1","상세정보 값 1","상세정보 이름 2","상세정보 값 2","상세정보 이름 3","상세정보 값 3","상세정보 이름 4","상세정보 값 4","상세정보 이름 5","상세정보 값 5","상세정보 이름 6","상세정보 값 6","상세정보 이름 7","상세정보 값 7","상세정보 이름 8","상세정보 값 8","상세정보 이름 9","상세정보 값 9","상세정보 이름 10","상세정보 값 10"
"35","11103419_1646288214574","공기주입기","사용","일반","127.011837936","37.641951185","[127.011837935692637.6419511846369]","Point","","서울특별시 강북구 인수봉로72길 4","","01032","다사56936038","자전거 편의시설","8621.265616","2022-03-03 15:17:58","2022-03-03 15:17:58","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","수유 극동아파트(기계실)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","기계식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"36","11103419_1646282037271","공기주입기","사용","일반","127.013852710","37.618898762","[127.0138527100435737.618898761978905]","Point","","서울특별시 강북구 솔샘로 174","서울특별시 강북구 미아동 1353-1","01192","다사57095782","자전거 편의시설","6731.086980","2022-03-03 13:35:02","2022-03-03 13:35:02","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","SK북한산시티(임대)아파트 (경비실옆)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","기계식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"37","11103419_1646282120699","공기주입기","사용","일반","127.018206157","37.622947860","[127.0182061565264937.62294786017669]","Point","","서울특별시 강북구 삼양로47길 15","서울특별시 강북구 미아동 748-2","01184","다사57485827","자전거 편의시설","7314.649085","2022-03-03 13:36:23","2022-03-03 13:36:23","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","삼양마을공원 주차장(관리실)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","기계식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"38","관악 공기주입기06","공기주입기","사용","일반","126.950710316","37.481386591","[126.950710315659237.4813865905474]","Point","","서울특별시 관악구 남부순환로218길 1","서울특별시 관악구 봉천동 979-2","08787","다사51434260","자전거 편의시설","8616.871205","2022-03-03 15:30:30","2022-03-03 15:30:30","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(서울대입구역 4번출구 인근)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","기계식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"39","11103419_1646282335038","공기주입기","사용","일반","127.019574465","37.626033767","[127.0195744650163337.6260337668112]","Point","","서울특별시 강북구 삼양로 256","서울특별시 강북구 미아동 797","01122","다사57605861","자전거 편의시설","7644.453543","2022-03-03 13:40:18","2022-03-03 13:40:18","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","래미안미아1차아파트(보일러실)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","기계식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"40","중랑구_공기주입기_28","공기주입기","사용","일반","127.077620635","37.610236826","[127.0776206349859837.6102368260414]","Point","","서울특별시 중랑구 동일로 893","서울특별시 중랑구 묵동 239-80","02006","다사62725684","자전거 편의시설","11277.270002","2022-03-14 11:23:16","2022-03-14 11:23:16","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"41","중랑구_공기주입기_37","공기주입기","사용","일반","127.084680062","37.619694276","[127.0846800620446737.61969427556939]","Point","","서울특별시 중랑구 신내로23길 36","서울특별시 중랑구 묵동 5-1","02021","다사63345788","자전거 편의시설","12321.477371","2022-03-14 11:32:47","2022-03-14 11:32:47","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"42","중랑구_공기주입기_30","공기주입기","사용","일반","127.072663430","37.592855138","[127.0726634301624637.592855138289885]","Point","","서울특별시 중랑구 망우로 176","서울특별시 중랑구 상봉동 160-13","02118","다사62275491","자전거 편의시설","10208.720892","2022-03-14 11:25:31","2022-03-14 11:25:31","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"43","11103419_1646282488178","공기주입기","사용","일반","127.018863943","37.629018810","[127.0188639431469737.62901881042072]","Point","","서울특별시 강북구 삼양로74길 8","서울특별시 강북구 미아동 796","01120","다사57545894","자전거 편의시설","7847.839216","2022-03-03 13:42:38","2022-03-03 13:42:38","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","미아2경남아너스빌아파트(정문경비실)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"44","중랑구_공기주입기_7","공기주입기","사용","일반","127.092796969","37.599147335","[127.09279696857937.599147335215996]","Point","","서울특별시 중랑구 망우로55길 11-10","서울특별시 중랑구 상봉동 29-3","02086","다사64055560","자전거 편의시설","12317.827949","2022-03-14 10:50:13","2022-03-14 10:50:13","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"45","중랑구_공기주입기_33","공기주입기","사용","일반","127.093664575","37.615988847","[127.0936645751252937.6159888468459]","Point","","서울특별시 중랑구 신내로 201","서울특별시 중랑구 신내동 645","02024","다사64135747","자전거 편의시설","12977.297806","2022-03-14 11:28:51","2022-03-14 11:28:51","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"46","11103419_1646282658311","공기주입기","사용","일반","127.028770519","37.625174018","[127.0287705192330937.62517401836489]","Point","","서울특별시 강북구 솔매로52길 31","서울특별시 강북구 미아동 124-2","01157","다사58415851","자전거 편의시설","8153.583585","2022-03-03 13:45:29","2022-03-03 13:45:29","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","솔매로52길 31(미아동 124-2)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","기계식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"47","11103419_1646283031491","공기주입기","사용","일반","127.030014899","37.618319782","[127.0300148992949337.61831978223555]","Point","","서울특별시 강북구 도봉로20나길 6","서울특별시 강북구 미아동 138-11","01165","다사58525775","자전거 편의시설","7742.516714","2022-03-03 13:51:35","2022-03-03 13:51:35","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","송중동 자치회관","","설치유형(*공기주입기와 주차장 만 선택하세요.)","기계식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"48","11103419_1646286824875","공기주입기","사용","일반","127.023865357","37.618238795","[127.0238653570114937.618238795487564]","Point","","서울특별시 강북구 솔샘로 284","서울특별시 강북구 미아동 860-56","01202","다사57985775","자전거 편의시설","7309.802837","2022-03-03 14:54:51","2022-03-03 14:54:51","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","송천동 주민센터(청소년문화정보도서관)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","기계식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
